timestamp,BTC_log_return,ETH_log_return,target,BTC_vol_log_return,log_rvol,vol_gk,vol_gk_z,vol_signed,clv,wick_imbalance,bb_pct_b,bb_width,btc_eth_corr,log_rel_ats,stable_supply_change,ssr_z_score,usdt_dom_change,addr_log_growth,intensity_change,network_valuation_z,hash_ribbon_spread,log_puell,onchain_mvrv_z,onchain_netflow_z,reserve_ratio_change,news_article_count,news_impact_score,news_sentiment_decay_slow,news_sentiment_shock,fng_change,fng_divergence
2018-06-02 16:00:00,0.005481401208747066,0.012729814142363464,-0.0032629824514871664,-0.05097026801126603,-0.0827144323595918,0.006501465378208413,-1.0555469735901657,0.006501465378208413,0.8232992553325751,-0.29433295465172926,0.9263551830589999,0.054200925152452076,0.8701067897674749,0.012600023127344023,0.0,-0.19441507158226737,0.0,0.0,0.0,0.45491903621817975,0.048077224945078226,0.048605059385048166,-0.9354531823127248,2.0009387841426074,0.0,0.0,0.0,0.03210174142162464,0.0,0.0,2.666666666666668
2018-06-02 20:00:00,-0.0032629824514871664,-0.012797510928484315,0.00040175017045494273,-0.3120646117411976,-0.39348595306430006,0.005600357480018842,-1.1886197587336478,-0.005600357480018842,0.006371406371404074,-0.3942501941889238,0.8242668790193312,0.05791488765506889,0.8694104071099465,-0.35440584245634127,-0.011372934691816619,0.050960465241276315,-0.00015504068275022827,0.0,0.0,0.4174411681550129,0.047120418848167395,0.047731555396473155,-0.9332887297150485,1.8171312742257313,0.0,0.0,0.0,0.022929815301160457,0.0,0.0,2.571428571428573
2018-06-03 00:00:00,0.00040175017045494273,0.004744586827208152,0.010011083993939492,0.09591502672240537,-0.2492928203849967,0.007028397874766835,-0.8767295698273295,0.007028397874766835,0.13242249080400487,-0.049789805563622974,0.8058492400828902,0.05575206803055296,0.8706029036151368,-0.18280580843853267,0.0,0.06450865010650036,7.306874841338587e-06,0.034432841884476414,-0.08467503321279124,0.18883895219895008,0.04667609618104672,0.02559167668220213,-0.8760546844926824,0.5456485338933209,4.900340518078361e-05,0.0,0.0,0.016378439500828897,0.0,13.0,15.071428571428573
2018-06-03 04:00:00,0.010011083993939492,0.022106698245199185,-0.0006673210547708131,0.22149163302836072,-0.010321814670255372,0.013548601168384472,0.387264525984258,0.013548601168384472,0.17508813160987366,0.2873399715327277,0.9851897156807115,0.05162281865600097,0.8704011517308393,-0.13368044561295608,0.0,0.07832546074093205,0.0,0.0,0.0,0.2746007748403203,0.046233991751682114,0.024780182892175942,-0.8740653581736627,0.5030944084194238,0.0,0.0,0.0,0.011698885357734928,0.0,0.0,14.571428571428573
2018-06-03 08:00:00,-0.0006673210547708131,0.021193105281849638,0.00196311327764072,0.09992668902652113,0.08454363008522459,0.007369453873880932,-0.7814886442402348,-0.007369453873880932,-0.5207430340557185,0.4569659442158511,0.9212750815015609,0.052290513223538025,0.8675475660941625,-0.22515612047786046,0.005446503238528272,0.12532892281472816,6.645264783547086e-06,0.0,0.0,0.28774231143077705,0.04579408898993177,0.02396934709041623,-0.8720802726381762,0.4608955611144689,0.0,0.0,0.0,0.008356346684096377,0.0,0.0,14.071428571428573
2018-06-03 12:00:00,0.00196311327764072,0.004956001583715583,-0.003945673115103573,-0.1449108160554058,-0.06741213922281827,0.006317236828953543,-0.9878427803756898,0.006317236828953543,0.4230769230769216,-0.20712250709300253,0.9278562209909661,0.05072932141447588,0.8669139548660553,-0.29333394582792277,0.0,0.1408274956900876,-0.00018097806589199503,0.0,0.0,0.31979016695166324,0.0453563714902806,0.02315916821074691,-0.8700994024886132,0.4187844472218436,0.0,0.0,0.0,0.005968819060068841,0.0,0.0,13.571428571428573
2018-06-03 16:00:00,-0.003945673115103573,-0.010066387089045623,0.001906081025621228,0.19696671555361434,0.15164208480902425,0.0092014013848541,-0.3905466282842582,-0.0092014013848541,0.2212798766383874,-0.524190439425187,0.8048366598251916,0.054234009441077466,0.8665920610181642,-0.2928428124714923,0.0,0.1567464887340811,0.0,0.0,0.0,0.3085478271004204,0.04492082300980266,0.022349645189580544,-0.8683088172614667,0.37647497880768743,0.0,0.0,0.0,0.004263442185763458,0.0,0.0,13.071428571428573
2018-06-03 20:00:00,0.001906081025621228,0.004674757589212971,-0.003149780652519643,-0.24624615021548735,-0.09899827436194518,0.005064398908574094,-1.2316516788124705,0.005064398908574094,0.47951977401131013,-0.22033898301195287,0.8106689462672648,0.05583563515341529,0.86664662676705,0.0741541987251844,0.00228178186281233,0.11646655748027615,4.832591729426322e-05,0.0,0.0,0.34030624499062,0.044487427466150746,0.021856214356072805,-0.8665218526387376,0.3336493436246421,0.0,0.0,0.0,0.0030453158469738984,0.0,0.0,12.571428571428573
2018-06-04 00:00:00,-0.003149780652519643,-0.0021971639586415978,-0.012075213606391895,0.045187886592595206,-0.049595255862230875,0.008505490699820675,-0.5220917344553714,-0.008505490699820675,-0.48151260504201465,0.22668067224509408,0.726870372996035,0.057774649919973595,0.8657149832119422,-0.25612140719080323,0.0,0.13190661283470956,0.0,0.24634577224580806,-0.039961695664143315,-1.3220438280640805,0.044056168935576956,0.021363026876484344,-1.0478537318424743,1.334533491511739,0.0002901749681119281,0.0,0.0,0.002175225604981356,0.0,1.0,13.11904761904762
2018-06-04 04:00:00,-0.012075213606391895,-0.018543837178169646,-0.012276104825735459,0.34407812512172953,0.3035423602959385,0.010512659343074115,-0.13597684606132726,-0.010512659343074115,-0.5726618705035997,-0.08410071941840713,0.4998572993529024,0.05856822281823023,0.8664673184016373,-0.018768552992829157,0.0,0.1394638241153181,3.381274256017419e-06,0.0,0.0,-1.372326864963152,0.04362703165098344,0.020870082510894238,-1.0454805722880225,1.2450067138988745,0.0,0.0,0.0,0.001553732574986683,0.0,0.0,12.666666666666668
2018-06-04 08:00:00,-0.012276104825735459,-0.024382910001220497,-0.0010678584322699565,0.16131310816757782,0.4514816431718572,0.01118971022086577,0.06384774259543832,-0.01118971022086577,-0.7132591722517783,0.0727561666501224,0.27231785017937266,0.056839410299834976,0.8665790211780382,0.1803286973748364,0.004373385268825789,0.06497863038340547,0.0001060802305625462,0.0,0.0,-1.4259196895264221,0.04319999999999988,0.020377381019738072,-1.0431141592000805,1.1641975043666566,0.0,0.0,0.0,0.001109808982133345,0.0,0.0,12.214285714285715
2018-06-04 12:00:00,-0.0010678584322699565,-0.009874361291602601,-0.00026680932229955885,-0.3040660599351366,0.11407340331724107,0.008703325289770083,-0.48418319587259323,-0.008703325289770083,0.09179370742782789,-0.17839766459310263,0.25149357023347657,0.056573136562792004,0.866044371766779,0.2881001075129698,0.0,0.08602636350676791,0.0,0.0,0.0,-1.4160640284664066,0.04277505852308986,0.019884922163804008,-1.0407544485673095,1.090437165140092,0.0,0.0,0.0,0.0007927207015238179,0.0,0.0,11.761904761904763
2018-06-04 16:00:00,-0.00026680932229955885,0.008489015324911314,-0.0010666140823075993,-0.11163172034978608,-0.0028090497547518137,0.006425288879175953,-0.9621610832245902,-0.006425288879175953,0.4114705882352877,-0.4408823528763344,0.26102190508156237,0.057891570831712466,0.8655377371337937,0.6411458021520572,0.0,-0.4716405501332229,0.00023930361260113796,0.0,0.0,-1.4084446973250673,0.04235219191168625,0.019392705704234462,-1.0380998759592663,1.0224458096543854,0.0,1.0,0.2953947436362671,0.0849647272543076,0.2953947436362671,0.0,11.30952380952381
2018-06-04 20:00:00,-0.0010666140823075993,-0.0008118256373887547,-0.00934498452761825,-0.1650390428642332,-0.15637063198005116,0.008437998062739666,-0.48464514017142496,-0.008437998062739666,-0.37653083945668914,0.2875751502685845,0.19482240127968192,0.05161322992451751,0.8660012939426207,0.4640076396098506,-0.003680049183646841,-0.37572941870982834,7.51064090284137e-05,0.0,0.0,-1.4091322695837956,0.0419313850063528,0.018900731402523237,-1.0354531525227961,0.9592186651247376,0.0,0.0,0.0,0.06068909089593401,-0.2953947436362671,0.0,10.857142857142858
2018-06-05 00:00:00,-0.00934498452761825,-0.01510453374222184,-0.0007215411352080591,0.21862664752190497,0.07593565123397716,0.012229531325085226,0.3462980987643503,-0.012229531325085226,-0.42282067466162293,-0.0655726207962951,-0.003202109826444289,0.05000084925484137,0.8662835787461518,0.3302464179130321,0.0,-0.3564338788153342,0.0,-0.058319546692757414,0.09986294847868238,-1.064553857401632,0.04501809832331763,0.018408999020517,-0.9216017299314307,-0.4060571735887608,-3.332917450378503e-05,0.0,0.0,0.04334935063995286,0.0,-15.0,-4.38095238095238
2018-06-05 04:00:00,-0.0007215411352080591,0.00725682653361071,0.002273449539232551,-0.04498586484292666,0.016833287175912436,0.00839397588548623,-0.4877559943792437,-0.00839397588548623,0.0028373623879345187,-0.06355691748229277,-0.002457220681874088,0.05118410010934245,0.864615951386123,0.34930343055723084,0.0,-0.5906973439427344,9.933298539955594e-05,0.0,0.0,-1.0475428184063025,0.04806751680696588,0.01791750832041324,-0.9193258843350492,-0.46361534979986274,0.0,0.0,0.0,0.030963821885680618,0.0,0.0,-4.61904761904762
2018-06-05 08:00:00,0.002273449539232551,0.001056740225488087,0.019754113805737723,0.02463679252564077,0.03389413947327873,0.007802521087145422,-0.6188372783492,0.007802521087145422,0.012725090036019182,0.1897959183445558,0.0880478752163415,0.05534689335102339,0.8628716352949154,0.32523866354835146,0.002082126143803194,-0.6269787766538795,5.2347025178103856e-05,0.0,0.0,-1.01191655845202,0.0510803123138282,0.017426259064759333,-0.9170554464263149,-0.5283225899453504,0.0,0.0,0.0,0.022117015632629012,0.0,0.0,-4.857142857142858
2018-06-05 12:00:00,0.019754113805737723,0.022070744420882873,0.005779685916185351,0.09012244558072346,0.11109744805366262,0.0182576886284228,1.6884409883291123,0.0182576886284228,0.8566949152542386,-0.19995762711017342,0.45095070446995905,0.057864217308726235,0.864089816420105,0.30016772322650115,0.0,-0.6150800130026497,0.0,0.0,0.0,-0.8631515227071759,0.05405714065900544,0.016935251016453545,-0.9147903795213845,-0.6024390944817642,0.0,0.0,0.0,0.015797868309020722,0.0,0.0,-5.095238095238095
