timestamp,active_addresses,tx_count
2009-12-14 00:00:00+00:00,437.0,5.0
2009-12-15 00:00:00+00:00,137.0,3.0
2009-12-16 00:00:00+00:00,136.0,0.0
2009-12-17 00:00:00+00:00,179.0,3.0
2009-12-18 00:00:00+00:00,225.0,0.0
2009-12-19 00:00:00+00:00,200.0,1.0
2009-12-20 00:00:00+00:00,177.0,1.0
2009-12-21 00:00:00+00:00,175.0,0.0
2009-12-22 00:00:00+00:00,162.0,0.0
2009-12-23 00:00:00+00:00,154.0,0.0
2009-12-24 00:00:00+00:00,154.0,0.0
2009-12-25 00:00:00+00:00,151.0,1.0
2009-12-26 00:00:00+00:00,174.0,0.0
2009-12-27 00:00:00+00:00,173.0,1.0
2009-12-28 00:00:00+00:00,137.0,0.0
2009-12-29 00:00:00+00:00,171.0,0.0
2009-12-30 00:00:00+00:00,141.0,0.0
2009-12-31 00:00:00+00:00,138.0,0.0
2010-01-01 00:00:00+00:00,136.0,2.0
2010-01-02 00:00:00+00:00,126.0,0.0
2010-01-03 00:00:00+00:00,186.0,0.0
2010-01-04 00:00:00+00:00,266.0,2.0
2010-01-05 00:00:00+00:00,198.0,0.0
2010-01-06 00:00:00+00:00,163.0,0.0
2010-01-07 00:00:00+00:00,154.0,0.0
2010-01-08 00:00:00+00:00,153.0,0.0
2010-01-09 00:00:00+00:00,151.0,0.0
2010-01-10 00:00:00+00:00,190.0,0.0
2010-01-11 00:00:00+00:00,159.0,0.0
2010-01-12 00:00:00+00:00,375.0,2.0
2010-01-13 00:00:00+00:00,168.0,2.0
2010-01-14 00:00:00+00:00,155.0,2.0
2010-01-15 00:00:00+00:00,147.0,1.0
2010-01-16 00:00:00+00:00,132.0,1.0
2010-01-17 00:00:00+00:00,131.0,0.0
2010-01-18 00:00:00+00:00,128.0,1.0
2010-01-19 00:00:00+00:00,124.0,0.0
2010-01-20 00:00:00+00:00,158.0,0.0
2010-01-21 00:00:00+00:00,187.0,9.0
2010-01-22 00:00:00+00:00,141.0,3.0
2010-01-23 00:00:00+00:00,164.0,2.0
2010-01-24 00:00:00+00:00,156.0,1.0
2010-01-25 00:00:00+00:00,272.0,4.0
2010-01-26 00:00:00+00:00,215.0,6.0
2010-01-27 00:00:00+00:00,182.0,2.0
2010-01-28 00:00:00+00:00,199.0,2.0
2010-01-29 00:00:00+00:00,214.0,4.0
2010-01-30 00:00:00+00:00,248.0,4.0
2010-01-31 00:00:00+00:00,184.0,2.0
2010-02-01 00:00:00+00:00,203.0,9.0
2010-02-02 00:00:00+00:00,167.0,1.0
2010-02-03 00:00:00+00:00,277.0,2.0
2010-02-04 00:00:00+00:00,269.0,5.0
2010-02-05 00:00:00+00:00,472.0,4.0
2010-02-06 00:00:00+00:00,224.0,14.0
